Scaffold,ID,Start,End,Strand,5'UTR
ChrIV_A_nidulans_FGSC_A4,AN6976,1417469,1418501,+,28
ChrIV_A_nidulans_FGSC_A4,AN10889,1134037,1135137,+,0
ChrIV_A_nidulans_FGSC_A4,AN12037,31348,32468,-,0
ChrIV_A_nidulans_FGSC_A4,AN12064,1293107,1293810,+,29
ChrIV_A_nidulans_FGSC_A4,AN7255,518732,519545,-,0
ChrIV_A_nidulans_FGSC_A4,AN7292,397548,399160,-,95
ChrIV_A_nidulans_FGSC_A4,AN7825,2783098,2790165,+,0
ChrIV_A_nidulans_FGSC_A4,AN10905,799849,802197,+,15
ChrIV_A_nidulans_FGSC_A4,AN7431,1522991,1525889,+,724
ChrIV_A_nidulans_FGSC_A4,AN7702,2424932,2428074,-,0
ChrIV_A_nidulans_FGSC_A4,AN7792,2707020,2709167,+,27
ChrIV_A_nidulans_FGSC_A4,AN7457,1604136,1605679,+,218
ChrIV_A_nidulans_FGSC_A4,AN7012,1326896,1329233,+,160
ChrIV_A_nidulans_FGSC_A4,AN7154,839900,840785,+,0
ChrIV_A_nidulans_FGSC_A4,AN7266,486820,487355,-,118
ChrIV_A_nidulans_FGSC_A4,AN7315,324406,326217,+,116
ChrIV_A_nidulans_FGSC_A4,AN7668,2325105,2326273,-,80
ChrIV_A_nidulans_FGSC_A4,AN7602,2106614,2108281,-,238
ChrIV_A_nidulans_FGSC_A4,AN7475,1654452,1657398,+,195
ChrIV_A_nidulans_FGSC_A4,AN7462,1613073,1615794,+,72
ChrIV_A_nidulans_FGSC_A4,AN10965,2119953,2120961,+,73
ChrIV_A_nidulans_FGSC_A4,AN7559,1953319,1954864,-,0
ChrIV_A_nidulans_FGSC_A4,AN7523,1822680,1824057,-,0
ChrIV_A_nidulans_FGSC_A4,AN10925,349683,351451,-,54
ChrIV_A_nidulans_FGSC_A4,AN7267,484979,487086,+,49
ChrIV_A_nidulans_FGSC_A4,AN7287,408711,410128,-,0
ChrIV_A_nidulans_FGSC_A4,AN10993,2309860,2311018,-,0
ChrIV_A_nidulans_FGSC_A4,AN7148,859167,860304,-,173
ChrIV_A_nidulans_FGSC_A4,AN7815,2761768,2766495,+,0
ChrIV_A_nidulans_FGSC_A4,AN7682,2360791,2362080,-,74
ChrIV_A_nidulans_FGSC_A4,AN7229,605373,608818,-,152
ChrIV_A_nidulans_FGSC_A4,AN7687,2380220,2382859,-,86
ChrIV_A_nidulans_FGSC_A4,AN7328,292828,293481,-,0
ChrIV_A_nidulans_FGSC_A4,AN7343,243256,245330,-,0
ChrIV_A_nidulans_FGSC_A4,AN12089,2743144,2743518,-,0
ChrIV_A_nidulans_FGSC_A4,AN7402,63626,65705,+,0
ChrIV_A_nidulans_FGSC_A4,AN7735,2536346,2537778,-,206
ChrIV_A_nidulans_FGSC_A4,AN10882,1372701,1375135,+,209
ChrIV_A_nidulans_FGSC_A4,AN10916,614768,615775,+,0
ChrIV_A_nidulans_FGSC_A4,AN7143,867635,869294,+,62
ChrIV_A_nidulans_FGSC_A4,AN10895,977259,978718,-,0
ChrIV_A_nidulans_FGSC_A4,AN7635,2208421,2209371,+,153
ChrIV_A_nidulans_FGSC_A4,AN7051,1190058,1191619,-,126
ChrIV_A_nidulans_FGSC_A4,AN7003,1349534,1350968,+,69
ChrIV_A_nidulans_FGSC_A4,AN7299,374373,376488,-,114
ChrIV_A_nidulans_FGSC_A4,AN10943,1712365,1713918,-,40
ChrIV_A_nidulans_FGSC_A4,AN7615,2149293,2150839,+,83
ChrIV_A_nidulans_FGSC_A4,AN10922,417559,418913,+,47
ChrIV_A_nidulans_FGSC_A4,AN12062,1313117,1314329,+,0
ChrIV_A_nidulans_FGSC_A4,AN7550,1921473,1923712,-,0
ChrIV_A_nidulans_FGSC_A4,AN7459,1608057,1609763,-,116
ChrIV_A_nidulans_FGSC_A4,AN7280,425942,432221,-,44
ChrIV_A_nidulans_FGSC_A4,AN12149,770763,772171,+,0
ChrIV_A_nidulans_FGSC_A4,AN10874,1378518,1379895,-,166
ChrIV_A_nidulans_FGSC_A4,AN7111,986904,990379,-,299
ChrIV_A_nidulans_FGSC_A4,AN7644,2240955,2241775,+,51
ChrIV_A_nidulans_FGSC_A4,AN7139,875077,876883,-,51
ChrIV_A_nidulans_FGSC_A4,AN7034,1244062,1245829,+,132
ChrIV_A_nidulans_FGSC_A4,AN7676,2340912,2345707,-,48
ChrIV_A_nidulans_FGSC_A4,AN7692,2393035,2394025,-,0
ChrIV_A_nidulans_FGSC_A4,AN7569,1976187,1977539,+,136
ChrIV_A_nidulans_FGSC_A4,AN11003,2368924,2372018,-,80
ChrIV_A_nidulans_FGSC_A4,AN7789,2697137,2698903,-,0
ChrIV_A_nidulans_FGSC_A4,AN7449,1577171,1578144,-,41
ChrIV_A_nidulans_FGSC_A4,AN7274,466524,468457,-,265
ChrIV_A_nidulans_FGSC_A4,AN11577,2879606,2879851,+,0
ChrIV_A_nidulans_FGSC_A4,AN7699,2416122,2417685,-,94
ChrIV_A_nidulans_FGSC_A4,AN7084,1079494,1087114,-,0
ChrIV_A_nidulans_FGSC_A4,AN7360,188986,190693,+,126
ChrIV_A_nidulans_FGSC_A4,AN7596,2082635,2086354,+,1291
ChrIV_A_nidulans_FGSC_A4,AN7587,2051815,2053101,+,11
ChrIV_A_nidulans_FGSC_A4,AN11756,2000450,2000949,+,0
ChrIV_A_nidulans_FGSC_A4,AN7560,1956325,1958019,+,23
ChrIV_A_nidulans_FGSC_A4,AN7024,1283430,1283895,+,0
ChrIV_A_nidulans_FGSC_A4,AN7105,1000293,1003455,-,83
ChrIV_A_nidulans_FGSC_A4,AN11764,2122250,2123166,+,74
ChrIV_A_nidulans_FGSC_A4,AN7839,2832751,2837986,-,36
ChrIV_A_nidulans_FGSC_A4,AN11991,2124217,2125183,+,75
ChrIV_A_nidulans_FGSC_A4,AN7389,107846,109734,+,16
ChrIV_A_nidulans_FGSC_A4,AN7075,1115410,1117004,-,0
ChrIV_A_nidulans_FGSC_A4,AN7633,2203723,2204905,-,108
ChrIV_A_nidulans_FGSC_A4,AN10930,200563,202216,+,0
ChrIV_A_nidulans_FGSC_A4,AN7719,2471411,2472854,-,114
ChrIV_A_nidulans_FGSC_A4,AN7172,783078,786621,+,280
ChrIV_A_nidulans_FGSC_A4,AN7223,625796,627452,+,0
ChrIV_A_nidulans_FGSC_A4,AN7544,1895571,1899571,-,586
ChrIV_A_nidulans_FGSC_A4,AN7031,1252133,1255257,+,302
ChrIV_A_nidulans_FGSC_A4,AN7128,922288,923115,+,0
ChrIV_A_nidulans_FGSC_A4,AN7252,526298,528748,+,610
ChrIV_A_nidulans_FGSC_A4,AN7067,1139548,1141366,+,0
ChrIV_A_nidulans_FGSC_A4,AN10972,2024615,2026711,+,124
ChrIV_A_nidulans_FGSC_A4,AN10953,1568889,1571200,-,189
ChrIV_A_nidulans_FGSC_A4,AN7416,24650,25255,-,0
ChrIV_A_nidulans_FGSC_A4,AN7385,119376,120596,+,0
ChrIV_A_nidulans_FGSC_A4,AN7052,1188439,1189700,-,0
ChrIV_A_nidulans_FGSC_A4,AN7466,1629680,1631446,+,92
ChrIV_A_nidulans_FGSC_A4,AN7444,1558552,1561311,-,0
ChrIV_A_nidulans_FGSC_A4,AN7797,2720289,2721416,-,0
ChrIV_A_nidulans_FGSC_A4,AN7330,288847,290416,+,0
ChrIV_A_nidulans_FGSC_A4,AN7483,1689888,1691783,-,166
ChrIV_A_nidulans_FGSC_A4,AN10989,2270486,2272293,-,0
ChrIV_A_nidulans_FGSC_A4,AN7723,2481575,2483365,+,0
ChrIV_A_nidulans_FGSC_A4,AN7429,1518906,1520312,+,56
ChrIV_A_nidulans_FGSC_A4,AN7242,571153,572847,+,0
ChrIV_A_nidulans_FGSC_A4,AN7175,771224,772286,-,21
ChrIV_A_nidulans_FGSC_A4,AN11574,2841633,2842137,+,25
ChrIV_A_nidulans_FGSC_A4,AN7440,1548712,1550414,+,35
ChrIV_A_nidulans_FGSC_A4,AN7827,2794765,2795742,+,0
ChrIV_A_nidulans_FGSC_A4,AN7156,835324,836653,+,0
ChrIV_A_nidulans_FGSC_A4,AN7585,2045684,2047190,+,0
ChrIV_A_nidulans_FGSC_A4,AN7316,322901,324078,-,69
ChrIV_A_nidulans_FGSC_A4,AN7820,2774842,2776397,+,13
ChrIV_A_nidulans_FGSC_A4,AN7253,523428,524698,-,449
ChrIV_A_nidulans_FGSC_A4,AN10941,1561759,1565440,+,206
ChrIV_A_nidulans_FGSC_A4,AN7301,366214,368117,+,100
ChrIV_A_nidulans_FGSC_A4,AN10907,670423,671159,+,96
ChrIV_A_nidulans_FGSC_A4,AN7165,808450,810900,-,246
ChrIV_A_nidulans_FGSC_A4,AN7464,1622613,1626387,-,297
ChrIV_A_nidulans_FGSC_A4,AN7234,590433,591116,-,0
ChrIV_A_nidulans_FGSC_A4,AN7393,97540,98260,+,0
ChrIV_A_nidulans_FGSC_A4,AN7367,167615,168878,+,0
ChrIV_A_nidulans_FGSC_A4,AN7014,1314478,1319103,-,25
ChrIV_A_nidulans_FGSC_A4,AN7704,2434290,2437155,-,0
ChrIV_A_nidulans_FGSC_A4,AN7496,1719393,1724365,-,13
ChrIV_A_nidulans_FGSC_A4,AN11013,2753658,2755283,+,0
ChrIV_A_nidulans_FGSC_A4,AN6975,1419821,1428844,+,124
ChrIV_A_nidulans_FGSC_A4,AN7247,554422,555337,+,0
ChrIV_A_nidulans_FGSC_A4,AN7530,1850360,1851353,+,208
ChrIV_A_nidulans_FGSC_A4,AN7438,1541943,1545839,+,307
ChrIV_A_nidulans_FGSC_A4,AN10995,2328858,2329573,-,108
ChrIV_A_nidulans_FGSC_A4,AN7806,2741252,2742146,+,0
ChrIV_A_nidulans_FGSC_A4,AN7505,1751265,1754152,-,147
ChrIV_A_nidulans_FGSC_A4,AN11024,2818170,2818824,+,0
ChrIV_A_nidulans_FGSC_A4,AN7123,936828,940155,+,612
ChrIV_A_nidulans_FGSC_A4,AN6992,1371551,1372457,-,133
ChrIV_A_nidulans_FGSC_A4,AN7222,630007,636746,-,308
ChrIV_A_nidulans_FGSC_A4,AN7737,2542428,2544464,+,0
ChrIV_A_nidulans_FGSC_A4,AN7396,82958,85625,-,0
ChrIV_A_nidulans_FGSC_A4,AN7099,1023404,1026140,-,0
ChrIV_A_nidulans_FGSC_A4,AN12084,2626983,2627966,-,235
ChrIV_A_nidulans_FGSC_A4,AN7257,515768,516903,+,184
ChrIV_A_nidulans_FGSC_A4,AN7241,573783,575957,+,0
ChrIV_A_nidulans_FGSC_A4,AN7546,1904975,1905821,-,0
ChrIV_A_nidulans_FGSC_A4,AN12087,2709212,2709804,+,0
ChrIV_A_nidulans_FGSC_A4,AN7039,1226319,1228207,+,0
ChrIV_A_nidulans_FGSC_A4,AN7235,587649,588870,-,0
ChrIV_A_nidulans_FGSC_A4,AN7293,395809,397565,+,191
ChrIV_A_nidulans_FGSC_A4,AN7404,59182,60164,-,0
ChrIV_A_nidulans_FGSC_A4,AN7482,1678007,1679737,-,369
ChrIV_A_nidulans_FGSC_A4,AN7480,1671317,1674731,+,340
ChrIV_A_nidulans_FGSC_A4,AN7624,2173226,2174998,+,0
ChrIV_A_nidulans_FGSC_A4,AN7732,2523536,2524959,+,84
ChrIV_A_nidulans_FGSC_A4,AN7507,1760895,1765045,-,583
ChrIV_A_nidulans_FGSC_A4,AN7595,2080898,2081931,-,0
ChrIV_A_nidulans_FGSC_A4,AN7489,1703511,1705398,+,0
ChrIV_A_nidulans_FGSC_A4,AN7072,1121887,1122955,+,57
ChrIV_A_nidulans_FGSC_A4,AN7652,2266274,2270127,-,55
ChrIV_A_nidulans_FGSC_A4,AN10978,2272463,2274122,-,0
ChrIV_A_nidulans_FGSC_A4,AN7453,1591632,1593277,-,57
ChrIV_A_nidulans_FGSC_A4,AN7706,2439208,2441034,-,111
ChrIV_A_nidulans_FGSC_A4,AN7151,850091,852786,+,0
ChrIV_A_nidulans_FGSC_A4,AN7030,1255880,1259121,+,644
ChrIV_A_nidulans_FGSC_A4,AN7251,530699,532857,+,112
ChrIV_A_nidulans_FGSC_A4,AN7326,297626,299758,-,0
ChrIV_A_nidulans_FGSC_A4,AN11018,2554388,2558430,-,282
ChrIV_A_nidulans_FGSC_A4,AN7798,2722014,2723520,+,38
ChrIV_A_nidulans_FGSC_A4,AN7787,2693561,2694809,-,0
ChrIV_A_nidulans_FGSC_A4,AN7649,2255503,2256753,-,55
ChrIV_A_nidulans_FGSC_A4,AN7302,363922,366093,-,360
ChrIV_A_nidulans_FGSC_A4,AN7141,871222,872896,-,30
ChrIV_A_nidulans_FGSC_A4,AN7782,2676400,2677510,-,0
ChrIV_A_nidulans_FGSC_A4,AN7091,1052941,1056330,+,921
ChrIV_A_nidulans_FGSC_A4,AN7358,194227,196558,+,93
ChrIV_A_nidulans_FGSC_A4,AN7101,1016176,1017869,+,435
ChrIV_A_nidulans_FGSC_A4,AN7394,94445,95861,-,0
ChrIV_A_nidulans_FGSC_A4,AN7285,413219,414834,-,131
ChrIV_A_nidulans_FGSC_A4,AN10921,443687,448754,+,70
ChrIV_A_nidulans_FGSC_A4,AN10914,652971,654746,+,0
ChrIV_A_nidulans_FGSC_A4,AN10884,1131717,1134001,+,0
ChrIV_A_nidulans_FGSC_A4,AN7387,115132,116185,+,63
ChrIV_A_nidulans_FGSC_A4,AN12090,2748363,2749731,+,0
ChrIV_A_nidulans_FGSC_A4,AN12060,1368282,1370175,+,192
ChrIV_A_nidulans_FGSC_A4,AN7772,2651562,2653384,+,4
ChrIV_A_nidulans_FGSC_A4,AN11750,1800935,1801204,-,0
ChrIV_A_nidulans_FGSC_A4,AN6984,1399394,1400397,+,11
ChrIV_A_nidulans_FGSC_A4,AN7060,1160114,1162497,+,0
ChrIV_A_nidulans_FGSC_A4,AN10987,2172050,2173122,+,93
ChrIV_A_nidulans_FGSC_A4,AN7411,41003,41755,+,0
ChrIV_A_nidulans_FGSC_A4,AN7642,2234784,2236195,-,0
ChrIV_A_nidulans_FGSC_A4,AN7098,1026877,1028457,+,0
ChrIV_A_nidulans_FGSC_A4,AN10957,1783266,1785703,-,0
ChrIV_A_nidulans_FGSC_A4,AN7487,1699615,1701548,+,255
ChrIV_A_nidulans_FGSC_A4,AN7059,1162848,1163437,-,46
ChrIV_A_nidulans_FGSC_A4,AN7108,995614,996983,+,78
ChrIV_A_nidulans_FGSC_A4,AN10939,130994,131906,-,0
ChrIV_A_nidulans_FGSC_A4,AN7712,2451823,2454210,-,118
ChrIV_A_nidulans_FGSC_A4,AN10936,202483,204486,+,27
ChrIV_A_nidulans_FGSC_A4,AN10973,2077342,2078795,-,0
ChrIV_A_nidulans_FGSC_A4,AN7336,267256,268742,-,427
ChrIV_A_nidulans_FGSC_A4,AN7743,2561636,2563780,-,444
ChrIV_A_nidulans_FGSC_A4,AN7436,1536282,1538524,-,235
ChrIV_A_nidulans_FGSC_A4,AN7749,2582520,2585637,+,264
ChrIV_A_nidulans_FGSC_A4,AN10923,351720,353879,-,17
ChrIV_A_nidulans_FGSC_A4,AN7681,2358962,2360691,-,340
ChrIV_A_nidulans_FGSC_A4,AN7538,1875955,1880112,-,161
ChrIV_A_nidulans_FGSC_A4,AN7626,2183020,2185936,+,181
ChrIV_A_nidulans_FGSC_A4,AN7121,945463,947146,-,0
ChrIV_A_nidulans_FGSC_A4,AN7162,818306,819285,+,0
ChrIV_A_nidulans_FGSC_A4,AN7005,1342885,1346080,-,164
ChrIV_A_nidulans_FGSC_A4,AN7640,2227770,2229452,-,21
ChrIV_A_nidulans_FGSC_A4,AN7531,1856901,1858029,+,0
ChrIV_A_nidulans_FGSC_A4,AN7761,2622447,2625307,-,0
ChrIV_A_nidulans_FGSC_A4,AN10913,654933,656332,+,0
ChrIV_A_nidulans_FGSC_A4,AN7424,1507104,1508811,+,42
ChrIV_A_nidulans_FGSC_A4,AN7177,767797,769055,+,56
ChrIV_A_nidulans_FGSC_A4,AN7356,198996,199798,-,104
ChrIV_A_nidulans_FGSC_A4,AN7567,1972643,1973756,+,212
ChrIV_A_nidulans_FGSC_A4,AN7674,2338344,2339321,+,0
ChrIV_A_nidulans_FGSC_A4,AN7278,439891,441968,-,16
ChrIV_A_nidulans_FGSC_A4,AN7118,959854,962930,-,0
ChrIV_A_nidulans_FGSC_A4,AN7020,1294232,1294813,-,0
ChrIV_A_nidulans_FGSC_A4,AN6988,1383558,1385063,+,102
ChrIV_A_nidulans_FGSC_A4,AN7103,1009556,1013681,+,265
ChrIV_A_nidulans_FGSC_A4,AN7399,73574,75630,+,155
ChrIV_A_nidulans_FGSC_A4,AN7501,1739403,1741048,-,97
ChrIV_A_nidulans_FGSC_A4,AN7392,98474,100345,-,22
ChrIV_A_nidulans_FGSC_A4,AN7705,2437249,2439107,+,454
ChrIV_A_nidulans_FGSC_A4,AN11016,2700764,2702291,-,197
ChrIV_A_nidulans_FGSC_A4,AN7135,888543,890842,-,131
ChrIV_A_nidulans_FGSC_A4,AN7757,2610509,2616990,+,897
ChrIV_A_nidulans_FGSC_A4,AN7368,164652,166331,-,0
ChrIV_A_nidulans_FGSC_A4,AN7340,257769,259600,+,56
ChrIV_A_nidulans_FGSC_A4,AN10997,2189165,2189808,-,0
ChrIV_A_nidulans_FGSC_A4,AN7207,686345,687237,+,0
ChrIV_A_nidulans_FGSC_A4,AN7029,1259372,1261455,+,288
ChrIV_A_nidulans_FGSC_A4,AN7508,1768211,1771358,-,31
ChrIV_A_nidulans_FGSC_A4,AN7200,700879,702590,+,0
ChrIV_A_nidulans_FGSC_A4,AN7074,1117931,1119179,+,79
ChrIV_A_nidulans_FGSC_A4,AN7777,2665887,2667795,+,165
ChrIV_A_nidulans_FGSC_A4,AN7184,750821,752192,+,0
ChrIV_A_nidulans_FGSC_A4,AN7796,2718340,2719515,-,0
ChrIV_A_nidulans_FGSC_A4,AN7325,299930,303563,-,119
ChrIV_A_nidulans_FGSC_A4,AN10871,1405299,1406715,-,115
ChrIV_A_nidulans_FGSC_A4,AN6997,1362702,1363516,-,35
ChrIV_A_nidulans_FGSC_A4,AN7810,2747369,2748271,+,0
ChrIV_A_nidulans_FGSC_A4,AN7807,2742345,2743058,-,0
ChrIV_A_nidulans_FGSC_A4,AN12400,487614,488635,+,122
ChrIV_A_nidulans_FGSC_A4,AN7632,2201098,2202964,-,141
ChrIV_A_nidulans_FGSC_A4,AN10897,1034247,1036299,-,0
ChrIV_A_nidulans_FGSC_A4,AN7522,1819024,1820762,-,0
ChrIV_A_nidulans_FGSC_A4,AN11551,640183,640512,+,0
ChrIV_A_nidulans_FGSC_A4,AN7383,124285,125802,+,0
ChrIV_A_nidulans_FGSC_A4,AN6973,1438956,1440373,+,43
ChrIV_A_nidulans_FGSC_A4,AN7269,482237,484082,+,141
ChrIV_A_nidulans_FGSC_A4,AN7374,145035,145991,+,123
ChrIV_A_nidulans_FGSC_A4,AN7361,186640,188824,-,24
ChrIV_A_nidulans_FGSC_A4,AN7597,2087438,2090277,+,206
ChrIV_A_nidulans_FGSC_A4,AN7734,2533730,2536136,+,134
ChrIV_A_nidulans_FGSC_A4,AN10963,2059047,2059848,+,32
ChrIV_A_nidulans_FGSC_A4,AN7630,2193854,2195569,-,68
ChrIV_A_nidulans_FGSC_A4,AN7715,2462611,2464317,+,252
ChrIV_A_nidulans_FGSC_A4,AN10899,925584,926464,+,0
ChrIV_A_nidulans_FGSC_A4,AN7171,787082,787774,+,0
ChrIV_A_nidulans_FGSC_A4,AN7608,2129230,2130570,+,113
ChrIV_A_nidulans_FGSC_A4,AN12067,1274133,1274736,-,300
ChrIV_A_nidulans_FGSC_A4,AN7492,1708400,1709713,-,5
ChrIV_A_nidulans_FGSC_A4,AN7708,2445018,2446097,+,34
ChrIV_A_nidulans_FGSC_A4,AN7304,355734,357493,-,222
ChrIV_A_nidulans_FGSC_A4,AN11544,949780,950043,-,0
ChrIV_A_nidulans_FGSC_A4,AN7554,1941983,1944191,-,16
ChrIV_A_nidulans_FGSC_A4,AN10971,1512545,1514300,+,78
ChrIV_A_nidulans_FGSC_A4,AN7434,1532015,1534339,-,224
ChrIV_A_nidulans_FGSC_A4,AN7378,137010,137904,-,74
ChrIV_A_nidulans_FGSC_A4,AN7540,1883023,1885116,+,96
ChrIV_A_nidulans_FGSC_A4,AN7547,1911470,1916825,+,0
ChrIV_A_nidulans_FGSC_A4,AN7822,2777507,2778399,-,27
ChrIV_A_nidulans_FGSC_A4,AN10900,892435,894517,+,256
ChrIV_A_nidulans_FGSC_A4,AN7534,1866348,1868184,+,435
ChrIV_A_nidulans_FGSC_A4,AN10934,262666,264483,-,217
ChrIV_A_nidulans_FGSC_A4,AN7613,2142826,2145612,+,0
ChrIV_A_nidulans_FGSC_A4,AN7071,1123410,1129372,-,0
ChrIV_A_nidulans_FGSC_A4,AN7078,1103516,1106169,+,0
ChrIV_A_nidulans_FGSC_A4,AN11748,1681601,1682562,+,514
ChrIV_A_nidulans_FGSC_A4,AN7153,842619,844474,+,0
ChrIV_A_nidulans_FGSC_A4,AN7158,831065,832576,-,194
ChrIV_A_nidulans_FGSC_A4,AN7622,2167885,2170061,+,385
ChrIV_A_nidulans_FGSC_A4,AN7659,2294299,2296530,+,210
ChrIV_A_nidulans_FGSC_A4,AN7592,2069780,2073580,-,0
ChrIV_A_nidulans_FGSC_A4,AN7577,2010757,2013048,+,221
ChrIV_A_nidulans_FGSC_A4,AN7193,724169,725484,-,72
ChrIV_A_nidulans_FGSC_A4,AN7499,1729463,1735295,+,87
ChrIV_A_nidulans_FGSC_A4,AN7497,1725759,1726565,+,37
ChrIV_A_nidulans_FGSC_A4,AN7747,2571559,2573166,-,49
ChrIV_A_nidulans_FGSC_A4,AN7231,600135,601886,+,9
ChrIV_A_nidulans_FGSC_A4,AN7485,1695733,1698374,+,176
ChrIV_A_nidulans_FGSC_A4,AN7218,643928,645142,-,0
ChrIV_A_nidulans_FGSC_A4,AN12374,492951,495589,-,0
ChrIV_A_nidulans_FGSC_A4,AN12290,1078233,1079255,+,0
ChrIV_A_nidulans_FGSC_A4,AN7413,37341,38408,-,0
ChrIV_A_nidulans_FGSC_A4,AN10909,623263,624328,-,0
ChrIV_A_nidulans_FGSC_A4,AN7516,1803885,1805799,+,0
ChrIV_A_nidulans_FGSC_A4,AN12245,403519,403968,+,0
ChrIV_A_nidulans_FGSC_A4,AN7714,2459286,2462453,+,17
ChrIV_A_nidulans_FGSC_A4,AN12151,750117,750922,-,225
ChrIV_A_nidulans_FGSC_A4,AN7510,1775484,1777732,-,0
ChrIV_A_nidulans_FGSC_A4,AN11749,1688015,1689225,-,0
ChrIV_A_nidulans_FGSC_A4,AN7047,1204071,1205808,+,177
ChrIV_A_nidulans_FGSC_A4,AN7780,2674023,2674531,+,33
ChrIV_A_nidulans_FGSC_A4,AN10951,2075141,2076950,-,0
ChrIV_A_nidulans_FGSC_A4,AN7295,388369,390391,-,187
ChrIV_A_nidulans_FGSC_A4,AN7007,1337783,1341617,+,139
ChrIV_A_nidulans_FGSC_A4,AN7364,172688,174781,-,21
ChrIV_A_nidulans_FGSC_A4,AN7766,2641112,2642100,-,77
ChrIV_A_nidulans_FGSC_A4,AN7062,1152370,1154145,+,0
ChrIV_A_nidulans_FGSC_A4,AN6982,1402124,1405113,-,576
ChrIV_A_nidulans_FGSC_A4,AN7701,2423040,2423864,-,0
ChrIV_A_nidulans_FGSC_A4,AN11752,1829264,1830664,-,0
ChrIV_A_nidulans_FGSC_A4,AN7319,315162,316819,+,0
ChrIV_A_nidulans_FGSC_A4,AN7754,2601220,2603047,-,543
ChrIV_A_nidulans_FGSC_A4,AN7137,880834,882356,+,50
ChrIV_A_nidulans_FGSC_A4,AN7565,1967906,1969789,+,63
ChrIV_A_nidulans_FGSC_A4,AN7422,1501074,1504065,-,155
ChrIV_A_nidulans_FGSC_A4,AN7755,2603408,2604505,-,23
ChrIV_A_nidulans_FGSC_A4,AN7679,2354569,2356159,+,126
ChrIV_A_nidulans_FGSC_A4,AN7115,973492,974865,-,0
ChrIV_A_nidulans_FGSC_A4,AN11754,1937025,1938171,+,743
ChrIV_A_nidulans_FGSC_A4,AN7471,1639161,1642304,-,58
ChrIV_A_nidulans_FGSC_A4,AN7192,728912,730541,+,124
ChrIV_A_nidulans_FGSC_A4,AN12058,1430179,1432817,-,84
ChrIV_A_nidulans_FGSC_A4,AN7639,2225263,2226620,+,0
ChrIV_A_nidulans_FGSC_A4,AN7455,1597104,1601556,-,65
ChrIV_A_nidulans_FGSC_A4,AN7238,580786,581863,-,0
ChrIV_A_nidulans_FGSC_A4,AN7645,2242472,2243003,+,77
ChrIV_A_nidulans_FGSC_A4,AN7169,795696,797379,-,30
ChrIV_A_nidulans_FGSC_A4,AN10968,1774894,1775429,+,115
ChrIV_A_nidulans_FGSC_A4,AN11995,2261903,2263264,+,125
ChrIV_A_nidulans_FGSC_A4,AN7800,2727726,2730156,-,95
ChrIV_A_nidulans_FGSC_A4,AN7349,218464,220050,-,34
ChrIV_A_nidulans_FGSC_A4,AN7283,418831,419677,-,92
ChrIV_A_nidulans_FGSC_A4,AN6979,1410827,1413178,+,153
ChrIV_A_nidulans_FGSC_A4,AN7432,1526091,1527306,+,247
ChrIV_A_nidulans_FGSC_A4,AN7571,1981270,1984566,+,164
ChrIV_A_nidulans_FGSC_A4,AN10999,2291162,2292805,-,8
ChrIV_A_nidulans_FGSC_A4,AN7578,2013186,2014853,-,124
ChrIV_A_nidulans_FGSC_A4,AN10918,537984,540851,-,207
ChrIV_A_nidulans_FGSC_A4,AN10911,676564,678406,+,115
ChrIV_A_nidulans_FGSC_A4,AN7113,982372,984060,-,0
ChrIV_A_nidulans_FGSC_A4,AN7203,692685,694948,+,0
ChrIV_A_nidulans_FGSC_A4,AN12268,568370,568714,-,0
ChrIV_A_nidulans_FGSC_A4,AN7382,126026,127405,-,0
ChrIV_A_nidulans_FGSC_A4,AN7211,668555,669505,-,66
ChrIV_A_nidulans_FGSC_A4,AN12036,185551,186116,-,0
ChrIV_A_nidulans_FGSC_A4,AN7401,65999,67492,-,0
ChrIV_A_nidulans_FGSC_A4,AN7089,1063753,1066075,+,0
ChrIV_A_nidulans_FGSC_A4,AN9492,548935,553014,-,163
ChrIV_A_nidulans_FGSC_A4,AN7533,1862791,1865744,-,177
ChrIV_A_nidulans_FGSC_A4,AN7549,1918880,1920926,-,0
ChrIV_A_nidulans_FGSC_A4,AN7261,505553,508602,+,0
ChrIV_A_nidulans_FGSC_A4,AN7542,1889784,1891974,-,138
ChrIV_A_nidulans_FGSC_A4,AN7181,756787,758509,+,222
ChrIV_A_nidulans_FGSC_A4,AN7147,861216,862519,-,0
ChrIV_A_nidulans_FGSC_A4,AN7310,342087,344423,+,118
ChrIV_A_nidulans_FGSC_A4,AN10976,2186819,2189114,-,0
ChrIV_A_nidulans_FGSC_A4,AN7770,2648425,2649817,-,0
ChrIV_A_nidulans_FGSC_A4,AN7556,1945677,1946874,-,0
ChrIV_A_nidulans_FGSC_A4,AN10961,1995259,1998012,-,217
ChrIV_A_nidulans_FGSC_A4,AN7263,495850,496899,+,47
ChrIV_A_nidulans_FGSC_A4,AN10928,415937,417282,+,0
ChrIV_A_nidulans_FGSC_A4,AN7768,2644127,2646609,-,259
ChrIV_A_nidulans_FGSC_A4,AN7809,2745574,2747209,-,0
ChrIV_A_nidulans_FGSC_A4,AN7698,2412453,2414829,-,273
ChrIV_A_nidulans_FGSC_A4,AN7683,2364848,2365913,+,67
ChrIV_A_nidulans_FGSC_A4,AN7721,2477347,2479550,+,149
ChrIV_A_nidulans_FGSC_A4,AN7406,53629,55440,+,129
ChrIV_A_nidulans_FGSC_A4,AN7016,1307364,1310931,-,468
